order_id,order_date,cuisine,price,restaurant_id,order_time,pickup_time,delivered_time,day,quantity,order_value,customer_id,restaurant_lat,restaurant_lon,customer_lat,customer_lon,distance_km,repeat_order,status,payment_method,delivery_minutes,rating
ORD2022000337,22-09-2022,Burgers,188,R24,04:08,04:19,05:09,Thursday,1,714.57,C093,9.92,56.44,9.52,58.73,3.01,No,Delivered,UPI,61,4
ORD2022000338,07-10-2022,Burgers,738.62,R24,13:02,13:11,14:31,Monday,1,340.39,C002,12.14,75.55,9.4,66.79,4.37,Yes,Delivered,UPI,89,3
ORD2022000339,14-04-2022,Dessert,136.49,R40,11:33,11:47,12:50,Monday,3,501.92,C045,9.99,61.29,11.81,61.05,3.72,Yes,Cancelled,UPI,77,3
ORD2022000340,22-11-2022,Dessert,564.13,R14,19:29,19:39,20:34,Thursday,2,420.13,C047,12.13,70.74,11.41,58.82,4.97,Yes,Delivered,UPI,65,4
ORD2022000341,02-10-2022,Mexican,816.04,R47,02:13,02:18,04:07,Friday,2,286.58,C004,11.27,58.22,11.55,59.71,2.99,Yes,Delivered,UPI,114,4
ORD2022000342,25-08-2022,Sushi,116.88,R42,19:03,19:09,20:54,Tuesday,3,384.7,C099,10.53,71.02,12.62,73.24,3.12,Yes,Delivered,Cash,111,5
ORD2022000343,20-09-2022,Indian,440.67,R3,22:26,22:33,23:53,Thursday,1,561.55,C081,10.19,62.79,11.25,69.08,5.7,Yes,Delivered,UPI,87,3
ORD2022000344,03-04-2022,Dessert,518.9,R15,06:18,06:23,07:45,Thursday,1,732.84,C100,9.41,69.31,9.7,69.92,4.94,Yes,Delivered,UPI,87,4
ORD2022000345,03-03-2022,Mexican,705.72,R15,15:57,16:02,17:17,Thursday,1,732.84,C100,9.41,69.31,9.7,69.92,4.94,Yes,Delivered,UPI,80,3
ORD2022000346,27-01-2022,Sushi,853.59,R17,09:01,09:10,09:47,Monday,1,203.46,C076,10.21,57.56,9.59,64.06,4.14,No,Delivered,UPI,46,3
ORD2022000347,19-08-2022,Thai,774.88,R48,04:07,04:13,06:07,Friday,2,434.87,C074,12.19,68.2,10.06,74.64,3.93,No,Delivered,Cash,120,5
ORD2022000348,12-03-2022,Mexican,543.39,R8,09:24,09:33,11:04,Saturday,3,344.11,C010,12.14,65.09,10.83,66.67,3.17,Yes,Delivered,UPI,100,4
ORD2022000349,09-11-2022,Italian,794.12,R24,11:48,11:53,13:26,Monday,1,340.39,C002,12.14,75.55,9.4,66.79,4.37,Yes,Delivered,UPI,98,3
ORD2022000350,23-06-2022,Sushi,679.73,R50,07:20,07:28,08:30,Thursday,1,249.76,C038,11.75,60.89,10.59,63.88,1.98,Yes,Delivered,UPI,70,4
ORD2022000351,15-06-2022,Thai,307.18,R19,09:13,09:27,10:18,Friday,1,283.8,C058,12.4,63.44,9.43,69.12,1.76,No,Delivered,UPI,65,4
ORD2022000352,21-10-2022,Sushi,379.89,R32,21:16,21:26,22:25,Friday,2,336.21,C073,10.47,74.49,11.74,67.63,2.61,Yes,Delivered,Cash,69,5
ORD2022000353,10-09-2022,Sushi,299.71,R5,01:44,01:59,03:15,Saturday,2,264.69,C038,9.64,66.54,9.96,72.48,3.67,Yes,Returned,UPI,91,4
ORD2022000354,22-09-2022,Mexican,386.92,R1,23:48,23:58,01:47,Thursday,1,345.72,C025,11.86,62.66,9.49,68.62,2.04,Yes,Delivered,UPI,119,3
ORD2022000355,04-12-2022,Thai,690.02,R33,18:52,18:59,20:01,Thursday,1,749.64,C087,9.51,68.85,9.43,73.48,5.21,Yes,Delivered,UPI,69,3
ORD2022000356,10-04-2022,Dessert,362.49,R12,02:38,02:50,04:04,Saturday,2,443.39,C045,12.67,74.44,10.26,56.08,2.79,Yes,Cancelled,Cash,86,5
ORD2022000357,27-06-2022,Chinese,672.05,R11,14:43,14:50,15:41,Thursday,2,617.2,C070,11.78,68.05,10.88,62.86,0.44,No,Delivered,UPI,58,4
ORD2022000358,07-09-2022,Sushi,436.73,R27,03:43,03:52,05:12,Sunday,1,479.92,C086,10.14,64.29,12.59,75.02,5.23,Yes,Delivered,Cash,89,3
ORD2022000359,27-11-2022,Burgers,530.4,R34,22:34,22:48,23:17,Tuesday,1,633.63,C035,11.48,65.93,10.9,56.86,1.45,Yes,Cancelled,UPI,43,4
ORD2022000360,01-06-2022,Thai,842.02,R6,03:52,03:58,05:06,Wednesday,1,240.55,C056,9.5,61.93,11.14,56.05,4.54,Yes,Delivered,Cash,74,4
ORD2022000361,14-05-2022,Chinese,727.16,R9,22:13,22:22,23:50,Thursday,1,621.86,C058,10.27,62.5,11.02,67.5,3.92,Yes,Delivered,Cash,97,3
ORD2022000362,03-04-2022,Mexican,874.04,R21,00:41,00:51,02:31,Friday,2,520.5,C028,10.65,59.56,10.12,58.79,4.22,Yes,Delivered,UPI,110,4
ORD2022000363,18-11-2022,Chinese,433.81,R25,21:09,21:17,22:04,Saturday,2,254.65,C058,9.75,71.68,11.6,65.87,1.06,No,Delivered,UPI,55,3
ORD2022000364,07-09-2022,Mexican,677.73,R46,03:54,04:07,04:48,Saturday,3,373.73,C061,11.01,65.17,12.15,63.27,3.51,Yes,Delivered,UPI,54,3
ORD2022000365,15-11-2022,Dessert,244.35,R45,03:09,03:19,03:53,Friday,2,276.88,C070,9.9,63.38,11.56,70.41,4.26,Yes,Delivered,Cash,44,5
ORD2022000366,24-12-2022,Mexican,138.44,R46,21:09,21:15,22:45,Wednesday,1,573.19,C028,10.63,72.55,9.87,74.46,1.9,Yes,Delivered,UPI,96,4
ORD2022000367,02-10-2022,Dessert,432.8,R48,09:31,09:36,11:28,Tuesday,3,236.47,C087,11.37,69.95,11.45,59.51,3.57,No,Delivered,Cash,117,4
ORD2022000368,24-11-2022,Dessert,548.48,R31,07:14,07:26,09:13,Wednesday,1,169.81,C066,9.48,74.14,11.53,60.65,4.22,Yes,Delivered,UPI,119,3
ORD2022000369,20-11-2022,Italian,151.32,R16,20:25,20:38,21:20,Thursday,2,656.38,C076,10.61,59.39,11.04,67.76,4.39,No,Delivered,UPI,55,4
ORD2022000370,21-05-2022,Mexican,889.74,R39,05:07,05:15,06:01,Friday,2,630.87,C058,11.12,56.48,11.15,70.16,3.71,Yes,Delivered,UPI,54,3
ORD2022000371,11-06-2022,Dessert,268.71,R43,16:58,17:12,18:37,Thursday,2,482.89,C063,11.98,58.94,9.42,72.53,4.88,Yes,Cancelled,UPI,99,3
ORD2022000372,05-09-2022,Mexican,173.26,R23,00:16,00:28,01:17,Friday,2,399.07,C071,11.18,57.03,11.59,65.7,2.36,Yes,Delivered,Cash,61,5
ORD2022000373,05-04-2022,Dessert,163.13,R9,22:51,23:02,23:50,Thursday,1,621.86,C058,10.27,62.5,11.02,67.5,3.92,Yes,Delivered,Cash,59,5
ORD2022000374,19-05-2022,Burgers,450.46,R16,14:25,14:39,16:24,Wednesday,2,283.68,C049,10.96,59.93,11.67,68.84,3.59,No,Returned,UPI,119,3
ORD2022000375,21-08-2022,Italian,424.24,R40,10:31,10:45,11:14,Thursday,1,749.22,C048,9.56,68.16,10.45,62.02,3.43,Yes,Cancelled,UPI,43,3
ORD2022000376,05-04-2022,Burgers,856.78,R20,19:38,19:44,20:41,Sunday,1,279.69,C058,10.17,74.55,12.24,73.99,2.7,Yes,Delivered,UPI,63,3
ORD2022000377,17-02-2022,Mexican,117,R38,20:46,20:55,21:58,Tuesday,1,618.47,C008,11.3,68.02,10.2,65.26,3.95,Yes,Delivered,UPI,72,4
ORD2022000378,05-03-2022,Mexican,600.49,R47,03:11,03:16,04:45,Tuesday,1,420.9,C031,9.81,57.32,12.04,65.12,4.94,Yes,Delivered,UPI,94,3
ORD2022000379,20-05-2022,Burgers,110.09,R34,00:48,00:54,02:26,Wednesday,1,138.69,C043,11.9,67.98,12.63,56.38,3,No,Delivered,UPI,98,4
ORD2022000380,25-09-2022,Italian,857.09,R28,04:27,04:39,05:38,Monday,3,634.91,C068,10.16,63.92,10.38,57.01,1.31,Yes,Delivered,UPI,71,3
ORD2022000381,17-05-2022,Burgers,698.8,R44,17:12,17:26,18:26,Tuesday,2,659.32,C081,11.98,67.08,11.61,70.16,0.31,Yes,Cancelled,UPI,74,4
ORD2022000382,05-06-2022,Dessert,52.24,R35,15:55,16:06,17:49,Friday,2,407.56,C070,12.61,64.61,12.48,63.93,3.08,Yes,Delivered,UPI,114,4
ORD2022000383,19-12-2022,Mexican,154.18,R35,15:33,15:38,16:27,Friday,2,407.56,C070,12.61,64.61,12.48,63.93,3.08,Yes,Delivered,UPI,54,5
ORD2022000384,14-04-2022,Dessert,491.58,R16,11:12,11:26,12:58,Thursday,2,656.38,C076,10.61,59.39,11.04,67.76,4.39,No,Delivered,UPI,106,4
ORD2022000385,22-12-2022,Chinese,865.66,R45,16:53,17:00,17:31,Wednesday,2,669.88,C097,10.69,74.04,10.34,72.22,3.97,Yes,Delivered,UPI,38,4
ORD2022000386,14-06-2022,Burgers,699.25,R3,18:32,18:42,19:23,Thursday,2,321.98,C014,12.43,74.88,10.32,61.66,5.53,Yes,Delivered,Cash,51,5
ORD2022000387,22-03-2022,Burgers,575.59,R6,17:08,17:16,18:24,Tuesday,1,479.52,C003,10.63,75.32,9.86,62.86,1.6,No,Delivered,UPI,76,3
ORD2022000388,02-05-2022,Dessert,439.51,R5,22:10,22:22,23:50,Saturday,2,264.69,C038,9.64,66.54,9.96,72.48,3.67,Yes,Returned,UPI,100,4
ORD2022000389,18-01-2022,Burgers,881.35,R26,20:18,20:30,21:01,Wednesday,3,500.99,C055,12.4,62.88,9.39,71.98,2.46,No,Delivered,UPI,43,4
ORD2022000390,04-01-2022,Thai,812.18,R23,23:22,23:34,00:01,Tuesday,2,153.05,C058,10.34,73.05,12.59,71.39,5.23,No,Delivered,Cash,39,4
ORD2022000391,05-10-2022,Thai,251.68,R16,23:03,23:14,23:38,Friday,2,547.37,C005,10.01,58.81,11.31,62.24,5,Yes,Delivered,UPI,35,3
ORD2022000392,02-02-2022,Italian,689.76,R5,08:39,08:45,09:41,Monday,2,373.17,C028,12.04,75.03,11.03,68.37,4.25,No,Delivered,Cash,62,5
ORD2022000393,11-12-2022,Indian,359.06,R16,10:19,10:29,11:18,Sunday,2,524.14,C017,11.98,57.84,12.67,68.7,1.97,Yes,Delivered,UPI,59,4
ORD2022000394,21-08-2022,Chinese,300.37,R15,17:40,17:51,18:20,Thursday,1,732.84,C100,9.41,69.31,9.7,69.92,4.94,Yes,Delivered,UPI,40,3
ORD2022000395,25-06-2022,Burgers,554.87,R39,05:02,05:15,05:46,Friday,2,630.87,C058,11.12,56.48,11.15,70.16,3.71,Yes,Delivered,UPI,44,4
ORD2022000396,21-11-2022,Indian,544.3,R16,07:39,07:48,08:56,Thursday,2,656.38,C076,10.61,59.39,11.04,67.76,4.39,No,Delivered,UPI,77,3
ORD2022000397,01-05-2022,Mexican,167.78,R32,04:08,04:21,05:05,Saturday,1,365.44,C002,11.17,63.85,10.89,67.54,2.95,No,Delivered,UPI,57,4
ORD2022000398,08-12-2022,Mexican,733.09,R6,12:18,12:24,14:12,Monday,2,278.14,C030,12.39,72.16,11.49,64.45,3.93,Yes,Delivered,UPI,114,5
ORD2022000399,07-04-2022,Burgers,449.66,R45,23:35,23:44,00:19,Friday,2,276.88,C070,9.9,63.38,11.56,70.41,4.26,Yes,Delivered,Cash,44,4
ORD2022000400,14-08-2022,Italian,369.49,R3,04:23,04:30,05:50,Friday,3,408.17,C056,11.45,58.04,11.41,57.89,3.49,Yes,Delivered,Cash,87,3
ORD2022000401,06-07-2022,Chinese,567.35,R12,03:47,04:02,05:02,Saturday,2,443.39,C045,12.67,74.44,10.26,56.08,2.79,Yes,Cancelled,Cash,75,4
ORD2022000402,24-09-2022,Mexican,378.64,R6,09:03,09:11,09:41,Sunday,2,565.64,C005,10.96,71.82,9.84,60.1,5.43,No,Delivered,UPI,38,4
ORD2022000403,24-05-2022,Mexican,763.5,R5,21:37,21:43,23:32,Wednesday,1,301.15,C088,10.03,59.1,10.4,71.97,2.87,Yes,Delivered,UPI,115,4
ORD2022000404,11-04-2022,Italian,795.7,R34,04:14,04:21,04:53,Friday,1,246.16,C019,11.03,59.24,12.53,66.66,3.22,Yes,Delivered,UPI,39,3
ORD2022000405,02-07-2022,Burgers,299.98,R30,06:57,07:06,07:50,Saturday,2,343.38,C090,9.46,71.05,11.15,70.35,5.58,Yes,Delivered,UPI,53,5
ORD2022000406,04-04-2022,Chinese,732.59,R47,23:45,23:59,00:46,Monday,2,502.65,C098,9.66,74.12,10.17,69.35,1.93,Yes,Delivered,UPI,61,5
ORD2022000407,24-04-2022,Burgers,650.28,R23,05:17,05:29,06:18,Friday,2,399.07,C071,11.18,57.03,11.59,65.7,2.36,Yes,Delivered,Cash,61,4
ORD2022000408,22-02-2022,Thai,334.29,R6,13:50,13:59,15:27,Tuesday,1,479.52,C003,10.63,75.32,9.86,62.86,1.6,No,Delivered,UPI,97,4
ORD2022000409,24-01-2022,Mexican,618.25,R47,17:57,18:07,19:14,Monday,2,505.18,C041,11.22,71.06,10.35,58.39,4.97,No,Delivered,Cash,77,4
ORD2022000410,07-11-2022,Dessert,238.01,R44,02:07,02:19,03:49,Tuesday,2,659.32,C081,11.98,67.08,11.61,70.16,0.31,Yes,Cancelled,UPI,102,5
ORD2022000411,20-10-2022,Chinese,642.06,R16,07:48,07:56,08:19,Thursday,2,656.38,C076,10.61,59.39,11.04,67.76,4.39,No,Delivered,UPI,31,4
ORD2022000412,07-06-2022,Burgers,303.52,R18,22:18,22:25,23:54,Wednesday,1,548.7,C008,9.62,72.02,11.49,68.94,4.95,Yes,Delivered,Cash,96,4
ORD2022000413,25-02-2022,Mexican,372.93,R23,05:54,06:07,06:59,Friday,2,402.34,C085,10.86,69.92,10.12,65.19,5.31,Yes,Delivered,UPI,65,5
ORD2022000414,13-12-2022,Italian,733.96,R8,19:03,19:10,20:41,Monday,2,530.29,C040,12.3,60.82,11.98,62.29,3.55,Yes,Delivered,UPI,98,4
ORD2022000415,27-04-2022,Mexican,355.86,R39,11:37,11:45,12:35,Monday,2,428.24,C095,11.54,63.51,12.22,57.51,4.36,No,Delivered,Cash,58,3
ORD2022000416,04-10-2022,Mexican,692.02,R42,23:44,23:49,01:38,Thursday,3,442.1,C051,10.6,65,10.24,67.26,4.16,No,Delivered,Cash,114,3
ORD2022000417,23-10-2022,Chinese,358.99,R20,09:59,10:14,10:42,Sunday,1,279.69,C058,10.17,74.55,12.24,73.99,2.7,Yes,Delivered,UPI,43,5
ORD2022000418,10-07-2022,Italian,562.6,R38,02:50,02:59,04:16,Tuesday,1,618.47,C008,11.3,68.02,10.2,65.26,3.95,Yes,Delivered,UPI,86,4
ORD2022000419,09-05-2022,Indian,620,R9,09:26,09:35,10:46,Saturday,3,499.19,C096,12.42,65.85,12.65,73.25,5.65,Yes,Delivered,UPI,80,4
ORD2022000420,05-07-2022,Mexican,419,R25,15:05,15:15,16:43,Saturday,2,615.86,C063,12.8,64.97,10.58,75.7,0.77,Yes,Cancelled,UPI,98,4
ORD2022000421,24-10-2022,Thai,463.13,R12,11:05,11:12,12:48,Wednesday,1,379.9,C025,10.9,64.99,12.49,58.24,5,No,Cancelled,UPI,103,4
ORD2022000422,09-05-2022,Burgers,558.27,R45,01:48,01:54,03:18,Monday,1,453.52,C087,12.27,69.98,11.88,63.05,4.43,Yes,Delivered,UPI,90,3
ORD2022000423,26-07-2022,Italian,604.05,R39,12:45,12:56,14:28,Friday,1,188.31,C044,9.9,60.66,10.8,66.26,3.88,Yes,Returned,UPI,103,4
ORD2022000424,06-01-2022,Sushi,522.04,R23,12:24,12:39,13:10,Tuesday,2,202.03,C074,11.01,73.87,12.58,72.35,5.11,No,Delivered,UPI,46,4
ORD2022000425,12-07-2022,Sushi,717.51,R30,17:06,17:21,18:07,Wednesday,2,437.02,C018,10.01,66.7,12.06,69.8,3.95,Yes,Delivered,UPI,61,4
ORD2022000426,14-03-2022,Chinese,198.08,R31,06:03,06:10,06:38,Wednesday,1,169.81,C066,9.48,74.14,11.53,60.65,4.22,Yes,Delivered,UPI,35,3
ORD2022000427,08-03-2022,Italian,465.84,R5,18:54,19:02,20:20,Sunday,3,235.45,C059,12.22,69.92,11.11,61.11,3.47,Yes,Delivered,Cash,86,4
ORD2022000428,24-01-2022,Indian,800.87,R7,08:10,08:23,10:08,Sunday,1,663.58,C081,9.49,72.89,9.84,70.25,3.59,Yes,Delivered,UPI,118,3
ORD2022000429,27-07-2022,Indian,681.22,R36,08:26,08:38,08:56,Saturday,2,244.31,C007,9.81,59.09,11.81,56.89,0.38,No,Cancelled,UPI,30,3
ORD2022000430,01-11-2022,Sushi,749.45,R5,10:36,10:49,12:08,Sunday,2,457.2,C061,11.37,58.76,10.19,70.77,1.42,Yes,Delivered,UPI,92,3
ORD2022000431,08-02-2022,Sushi,803.87,R13,21:22,21:27,22:44,Saturday,3,503.67,C007,10.8,71.22,11.36,73.88,3.38,No,Delivered,UPI,82,4
ORD2022000432,20-12-2022,Sushi,61.19,R17,16:59,17:13,18:16,Monday,1,203.46,C076,10.21,57.56,9.59,64.06,4.14,No,Delivered,UPI,77,5
ORD2022000433,16-05-2022,Italian,525.58,R49,20:42,20:48,22:38,Tuesday,2,674.57,C095,9.74,71.76,10.64,56.19,6.47,Yes,Cancelled,UPI,116,3
ORD2022000434,01-01-2022,Thai,107.14,R33,00:14,00:25,02:08,Wednesday,2,415.95,C098,11.09,64.78,10.7,67.27,4.2,Yes,Delivered,Cash,114,4
ORD2022000435,03-03-2022,Sushi,635.62,R25,06:17,06:28,08:14,Sunday,2,293.96,C080,11.73,63.1,12.62,58.25,4.83,No,Delivered,UPI,117,4
ORD2022000436,22-05-2022,Mexican,317.68,R38,05:45,05:58,06:44,Sunday,1,149.89,C029,11.62,75.12,11.15,75.12,4.12,Yes,Delivered,UPI,59,3
ORD2022000437,23-08-2022,Italian,615.08,R42,21:43,21:55,22:25,Thursday,3,442.1,C051,10.6,65,10.24,67.26,4.16,No,Delivered,Cash,42,4
ORD2022000438,21-07-2022,Italian,573.61,R8,19:31,19:38,21:24,Saturday,1,626.91,C038,9.88,73.7,11.69,74.59,5.13,Yes,Delivered,UPI,113,4
ORD2022000439,04-04-2022,Indian,481.32,R41,12:39,12:53,14:33,Wednesday,1,301.2,C077,10.65,65.6,11.16,69.66,2.92,Yes,Delivered,UPI,114,4
ORD2022000440,24-07-2022,Italian,732.9,R6,20:51,20:56,21:43,Saturday,2,621.32,C087,9.99,73.81,11.4,61.87,4.45,No,Cancelled,UPI,52,3
ORD2022000441,04-02-2022,Indian,436.79,R15,07:29,07:34,08:08,Thursday,1,732.84,C100,9.41,69.31,9.7,69.92,4.94,Yes,Delivered,UPI,39,5
ORD2022000442,13-02-2022,Burgers,253.58,R42,04:24,04:29,06:21,Thursday,2,366.95,C055,11.53,68.54,10.42,61.6,3.53,No,Delivered,UPI,117,3
ORD2022000443,15-04-2022,Dessert,221.64,R39,19:43,19:48,21:13,Saturday,3,219.79,C003,10.4,71.57,12.3,70.36,2.09,Yes,Delivered,UPI,90,4
ORD2022000444,22-02-2022,Thai,72.66,R30,02:56,03:02,03:37,Saturday,2,338.28,C006,11.83,62.68,10.34,74.3,2.28,No,Delivered,UPI,41,4
ORD2022000445,08-01-2022,Sushi,294.54,R34,14:23,14:31,16:06,Friday,1,246.16,C019,11.03,59.24,12.53,66.66,3.22,Yes,Delivered,UPI,103,4
ORD2022000446,10-05-2022,Indian,255.21,R22,04:41,04:46,05:15,Saturday,1,709.18,C091,11.92,57.53,12.62,64.99,2.9,Yes,Delivered,UPI,34,4
ORD2022000447,12-01-2022,Sushi,516.77,R49,10:10,10:16,10:47,Thursday,3,325.46,C053,10.36,57.4,10.32,73.55,3.02,Yes,Delivered,UPI,37,4
ORD2022000448,09-06-2022,Mexican,212.5,R28,13:52,13:57,15:24,Saturday,3,263.37,C065,12.34,74.25,10.53,75.23,1.05,No,Delivered,UPI,92,4
ORD2022000449,27-04-2022,Sushi,382.25,R44,18:50,18:59,20:31,Tuesday,2,659.32,C081,11.98,67.08,11.61,70.16,0.31,Yes,Cancelled,UPI,101,5
ORD2022000450,22-02-2022,Indian,234.8,R30,04:42,04:53,05:40,Sunday,2,555.93,C036,11.04,71.24,11.66,71.76,1.89,Yes,Delivered,Cash,58,3
ORD2022000451,03-06-2022,Mexican,249.43,R7,13:28,13:37,14:49,Sunday,1,663.58,C081,9.49,72.89,9.84,70.25,3.59,Yes,Delivered,UPI,81,4
ORD2022000452,06-12-2022,Chinese,510.01,R42,03:06,03:15,04:32,Saturday,1,644.65,C048,10.24,63.27,12.72,57.93,2.86,Yes,Delivered,Cash,86,4
ORD2022000453,24-01-2022,Chinese,436.35,R23,12:35,12:42,14:09,Friday,2,402.34,C085,10.86,69.92,10.12,65.19,5.31,Yes,Delivered,UPI,94,5
ORD2022000454,11-08-2022,Chinese,166.64,R49,05:12,05:27,06:57,Thursday,3,325.46,C053,10.36,57.4,10.32,73.55,3.02,Yes,Delivered,UPI,105,3
ORD2022000455,20-12-2022,Italian,839.35,R6,02:52,03:00,04:15,Sunday,2,377.04,C060,12.56,75.88,11.07,65,3.35,Yes,Cancelled,UPI,83,4
ORD2022000456,05-11-2022,Chinese,745.87,R9,01:08,01:18,01:47,Saturday,3,499.19,C096,12.42,65.85,12.65,73.25,5.65,Yes,Delivered,UPI,39,4
ORD2022000457,16-01-2022,Indian,859.89,R43,09:37,09:51,11:13,Thursday,2,482.89,C063,11.98,58.94,9.42,72.53,4.88,Yes,Cancelled,UPI,96,3
ORD2022000458,17-11-2022,Mexican,398.52,R15,19:39,19:49,21:05,Tuesday,2,419.62,C093,10.67,56.16,12.1,57.59,3.81,No,Delivered,Cash,86,3
ORD2022000459,12-03-2022,Burgers,514.09,R37,22:20,22:29,00:19,Thursday,2,158,C054,10.35,67.19,11.1,65.44,4.06,No,Returned,UPI,119,4
ORD2022000460,24-08-2022,Italian,369.83,R26,19:00,19:07,20:05,Saturday,2,426.3,C044,10.34,62.97,10.52,73.9,3.09,No,Delivered,Cash,65,3
ORD2022000461,01-11-2022,Italian,219.13,R6,14:53,15:04,16:21,Tuesday,1,479.52,C003,10.63,75.32,9.86,62.86,1.6,No,Delivered,UPI,88,4
ORD2022000462,12-10-2022,Sushi,806.37,R27,15:20,15:30,17:05,Monday,1,290.77,C036,11.42,61.31,9.86,58.18,5.47,No,Delivered,UPI,105,3
ORD2022000463,11-07-2022,Indian,351.66,R41,00:55,01:06,02:28,Thursday,2,261.25,C037,11.81,62.37,11.74,75.03,2.13,Yes,Cancelled,Cash,93,4
ORD2022000464,18-10-2022,Dessert,144.11,R5,00:54,01:04,01:47,Wednesday,1,301.15,C088,10.03,59.1,10.4,71.97,2.87,Yes,Delivered,UPI,53,3
ORD2022000465,25-11-2022,Chinese,436.56,R8,23:57,00:09,01:36,Saturday,3,344.11,C010,12.14,65.09,10.83,66.67,3.17,Yes,Delivered,UPI,99,3
ORD2022000466,13-12-2022,Indian,775.8,R12,08:18,08:31,08:49,Saturday,2,443.39,C045,12.67,74.44,10.26,56.08,2.79,Yes,Cancelled,Cash,31,4
ORD2022000467,23-02-2022,Chinese,645.46,R8,11:01,11:14,12:59,Saturday,3,344.11,C010,12.14,65.09,10.83,66.67,3.17,Yes,Delivered,UPI,118,4
ORD2022000468,22-05-2022,Dessert,807.92,R28,20:48,21:03,22:08,Wednesday,3,122.85,C071,9.94,71,9.6,71.35,4.16,Yes,Delivered,Cash,80,3
ORD2022000469,16-10-2022,Mexican,732.11,R29,09:45,10:00,11:13,Friday,3,647.06,C071,9.41,68.99,11.69,60.66,4.84,Yes,Delivered,Cash,88,4
ORD2022000470,05-07-2022,Chinese,746.06,R20,19:21,19:26,20:57,Saturday,2,258.56,C094,10.97,69,10.94,71.36,0.59,Yes,Delivered,Cash,96,5
ORD2022000471,09-04-2022,Burgers,211.63,R32,03:47,03:52,04:19,Tuesday,2,322.65,C002,12.45,65.7,11.59,73.25,4.2,No,Delivered,UPI,32,4
ORD2022000472,10-04-2022,Mexican,686.7,R26,22:42,22:56,23:54,Thursday,1,636.97,C074,10.11,64.25,9.87,73.79,2.97,Yes,Delivered,UPI,72,4
ORD2022000473,02-01-2022,Thai,215.66,R5,17:39,17:47,18:13,Saturday,2,227.04,C023,11.18,65.36,9.92,74.21,5.14,No,Delivered,Cash,34,5
ORD2022000474,23-10-2022,Mexican,846.71,R16,06:51,06:57,07:52,Wednesday,1,623.14,C015,10.06,74.89,9.68,66.11,4.49,Yes,Delivered,UPI,61,3
ORD2022000475,16-05-2022,Mexican,294.55,R21,23:57,00:10,01:32,Thursday,2,478.79,C069,11.94,74.19,12.4,71.15,3.84,Yes,Delivered,Cash,95,4
ORD2022000476,09-11-2022,Indian,215.88,R18,13:58,14:11,14:37,Thursday,1,169.8,C052,11.42,65.65,10.41,58.24,2.71,Yes,Delivered,Cash,39,4
ORD2022000477,11-06-2022,Burgers,480.51,R28,06:38,06:53,07:52,Wednesday,3,122.85,C071,9.94,71,9.6,71.35,4.16,Yes,Delivered,Cash,74,3
ORD2022000478,13-09-2022,Dessert,108.95,R11,01:49,02:04,02:27,Wednesday,1,293.44,C090,9.76,62.78,10.42,65.18,0.74,No,Delivered,UPI,38,4
ORD2022000479,21-10-2022,Burgers,296.77,R3,01:11,01:26,02:14,Thursday,2,321.98,C014,12.43,74.88,10.32,61.66,5.53,Yes,Delivered,Cash,63,3
ORD2022000480,02-10-2022,Indian,792.67,R27,12:13,12:22,13:49,Sunday,1,479.92,C086,10.14,64.29,12.59,75.02,5.23,Yes,Delivered,Cash,96,4
ORD2022000481,07-04-2022,Burgers,55.11,R37,04:31,04:45,05:58,Friday,3,607.17,C005,11.66,67.97,9.48,68.62,3.64,Yes,Delivered,UPI,87,4
ORD2022000482,21-11-2022,Indian,658.91,R16,17:32,17:43,19:24,Wednesday,1,623.14,C015,10.06,74.89,9.68,66.11,4.49,Yes,Delivered,UPI,112,4
ORD2022000483,19-03-2022,Mexican,610.96,R28,15:33,15:44,16:05,Saturday,3,328.6,C093,11.9,67.13,10.19,68.42,3.72,Yes,Delivered,UPI,32,4
ORD2022000484,01-05-2022,Chinese,301.63,R5,13:24,13:34,14:51,Wednesday,1,301.15,C088,10.03,59.1,10.4,71.97,2.87,Yes,Delivered,UPI,87,3
ORD2022000485,21-08-2022,Burgers,607.88,R3,03:41,03:54,04:42,Friday,3,163.04,C054,9.85,56.38,9.98,74.44,5.37,Yes,Delivered,UPI,61,3
ORD2022000486,27-04-2022,Mexican,702.21,R16,20:34,20:48,22:22,Friday,1,545.92,C084,11.76,63.1,11.15,72.51,1.31,Yes,Delivered,UPI,108,4
ORD2022000487,07-08-2022,Indian,862.34,R27,18:57,19:07,20:44,Monday,1,531.35,C085,10.55,60.3,10.4,63.62,4.22,Yes,Delivered,UPI,107,4
ORD2022000488,06-07-2022,Indian,218.59,R3,13:56,14:09,15:15,Thursday,2,324.86,C039,9.7,66.18,10.76,69.23,2.87,Yes,Delivered,UPI,79,4
ORD2022000489,21-08-2022,Indian,635.31,R16,12:24,12:37,13:44,Friday,2,547.37,C005,10.01,58.81,11.31,62.24,5,Yes,Delivered,UPI,80,4
ORD2022000490,02-02-2022,Sushi,875.68,R17,15:04,15:16,16:48,Friday,3,617.11,C013,10.7,58.71,9.67,62.98,2.14,Yes,Delivered,UPI,104,3
ORD2022000491,14-06-2022,Italian,74.88,R27,11:54,12:02,13:21,Saturday,1,627.03,C024,10.72,71.98,9.46,60.29,4.38,Yes,Delivered,UPI,87,3
ORD2022000492,09-09-2022,Italian,185.22,R27,17:26,17:40,18:14,Tuesday,1,410.32,C060,9.51,58.5,12.37,75.03,2.22,Yes,Delivered,UPI,48,3
